548709,2018-01-13 18:53:29,885.26
193379,2018-01-13 18:53:29,-779.66
517684,2018-01-13 18:53:29,750.59
600668,2018-01-13 18:53:29,94.71
233085,2018-01-13 18:53:29,392.08
501971,2018-01-13 18:53:29,25.02
35706,2018-01-13 18:53:29,383.71
769783,2018-01-13 18:53:29,-620.97
894781,2018-01-13 18:53:29,-902.36
830340,2018-01-13 18:53:29,991.55
789636,2018-01-13 18:53:29,789.55
891341,2018-01-13 18:53:29,478.55
18985,2018-01-13 18:53:29,125.66
281220,2018-01-13 18:53:29,-275.55
170502,2018-01-13 18:53:29,-971.69
222808,2018-01-13 18:53:29,385.79
897606,2018-01-13 18:53:29,-73.33
108554,2018-01-13 18:53:29,-603.09
751899,2018-01-13 18:53:29,258.62
226986,2018-01-13 18:53:29,-11.87
